drugbank_id,name,other_drug_name,interaction_description
db00008,peginterferon alfa-2a,mometasone furoate,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with mometasone furoate.
db00008,peginterferon alfa-2a,hydrocortisone acetate,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with hydrocortisone acetate.
db00008,peginterferon alfa-2a,hydrocortisone succinate,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with hydrocortisone succinate.
db00008,peginterferon alfa-2a,emapalumab,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with emapalumab.
db00008,peginterferon alfa-2a,risankizumab,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with risankizumab.
db00008,peginterferon alfa-2a,rozanolixizumab,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with rozanolixizumab.
db00008,peginterferon alfa-2a,bleselumab,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with bleselumab.
db00008,peginterferon alfa-2a,clobetasol propionate,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with clobetasol propionate.
db00008,peginterferon alfa-2a,fluocinonide,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with fluocinonide.
db00008,peginterferon alfa-2a,hydrocortisone butyrate,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with hydrocortisone butyrate.
db00008,peginterferon alfa-2a,desoximetasone,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with desoximetasone.
db00008,peginterferon alfa-2a,mometasone,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with mometasone.
db00008,peginterferon alfa-2a,fluocortolone,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with fluocortolone.
db00008,peginterferon alfa-2a,fluorometholone,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with fluorometholone.
db00008,peginterferon alfa-2a,difluocortolone,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with difluocortolone.
db00008,peginterferon alfa-2a,upadacitinib,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with upadacitinib.
db00008,peginterferon alfa-2a,ponesimod,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with ponesimod.
db00008,peginterferon alfa-2a,lexacalcitol,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with lexacalcitol.
db00008,peginterferon alfa-2a,inolimomab,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with inolimomab.
db00008,peginterferon alfa-2a,fasitibant,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with fasitibant.
db00008,peginterferon alfa-2a,natalizumab,the risk or severity of immunosuppression can be increased when peginterferon alfa-2a is combined with natalizumab.
db00008,peginterferon alfa-2a,pimecrolimus,the risk or severity of adverse effects can be increased when pimecrolimus is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,roflumilast,the serum concentration of roflumilast can be increased when it is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,sipuleucel-t,the therapeutic efficacy of sipuleucel-t can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,aldesleukin,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with aldesleukin.
db00008,peginterferon alfa-2a,clozapine,the risk or severity of neutropenia can be increased when peginterferon alfa-2a is combined with clozapine.
db00008,peginterferon alfa-2a,methadone,the serum concentration of methadone can be increased when it is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,telbivudine,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with telbivudine.
db00008,peginterferon alfa-2a,zidovudine,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with zidovudine.
db00008,peginterferon alfa-2a,zolmitriptan,the metabolism of zolmitriptan can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,sulfamethoxazole,the risk or severity of myelosuppression can be increased when sulfamethoxazole is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,metamizole,the risk or severity of myelosuppression can be increased when metamizole is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,leflunomide,the risk or severity of adverse effects can be increased when peginterferon alfa-2a is combined with leflunomide.
db00008,peginterferon alfa-2a,tofacitinib,peginterferon alfa-2a may increase the immunosuppressive activities of tofacitinib.
db00008,peginterferon alfa-2a,trastuzumab,the risk or severity of neutropenia can be increased when trastuzumab is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegfilgrastim,the therapeutic efficacy of pegfilgrastim can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegademase,the therapeutic efficacy of pegademase can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegvisomant,the therapeutic efficacy of pegvisomant can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,propylene glycol,the therapeutic efficacy of propylene glycol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,heptaethylene glycol,the therapeutic efficacy of heptaethylene glycol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegaptanib,the therapeutic efficacy of pegaptanib can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,egaptivon pegol,the therapeutic efficacy of egaptivon pegol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,peg-uricase,the therapeutic efficacy of peg-uricase can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,peginterferon alfacon-1,the therapeutic efficacy of peginterferon alfacon-1 can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,glycopeg-gcsf,the therapeutic efficacy of glycopeg-gcsf can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegnivacogin,the therapeutic efficacy of pegnivacogin can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegpleranib,the therapeutic efficacy of pegpleranib can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegsunercept,the therapeutic efficacy of pegsunercept can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,polidocanol,the therapeutic efficacy of polidocanol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegloticase,the therapeutic efficacy of pegloticase can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,polyethylene glycol,the therapeutic efficacy of polyethylene glycol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,"antihemophilic factor (recombinant), pegylated","the therapeutic efficacy of antihemophilic factor (recombinant), pegylated can be decreased when used in combination with peginterferon alfa-2a."
db00008,peginterferon alfa-2a,insulin peglispro,the therapeutic efficacy of insulin peglispro can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,eptacog alfa pegol (activated),the therapeutic efficacy of eptacog alfa pegol (activated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,olaptesed pegol,the therapeutic efficacy of olaptesed pegol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,abicipar pegol,the therapeutic efficacy of abicipar pegol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,lexaptepid pegol,the therapeutic efficacy of lexaptepid pegol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegvaliase,the therapeutic efficacy of pegvaliase can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pegamotecan,the therapeutic efficacy of pegamotecan can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,nonacog beta pegol,the therapeutic efficacy of nonacog beta pegol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,damoctocog alfa pegol,the therapeutic efficacy of damoctocog alfa pegol can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,elapegademase,the therapeutic efficacy of elapegademase can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,fingolimod,peginterferon alfa-2a may increase the immunosuppressive activities of fingolimod.
db00008,peginterferon alfa-2a,tacrolimus,tacrolimus may increase the immunosuppressive activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,caffeine,the metabolism of caffeine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,dyphylline,the metabolism of dyphylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pentoxifylline,the metabolism of pentoxifylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,oxtriphylline,the metabolism of oxtriphylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,theobromine,the metabolism of theobromine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,fenethylline,the metabolism of fenethylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,8-azaguanine,the metabolism of 8-azaguanine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,"7,9-dimethylguanine","the metabolism of 7,9-dimethylguanine can be decreased when combined with peginterferon alfa-2a."
db00008,peginterferon alfa-2a,xanthine,the metabolism of xanthine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,7-deazaguanine,the metabolism of 7-deazaguanine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,guanine,the metabolism of guanine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,9-methylguanine,the metabolism of 9-methylguanine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,peldesine,the metabolism of peldesine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,hypoxanthine,the metabolism of hypoxanthine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,9-deazaguanine,the metabolism of 9-deazaguanine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,propentofylline,the metabolism of propentofylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,valomaciclovir,the metabolism of valomaciclovir can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,3-isobutyl-1-methyl-7h-xanthine,the metabolism of 3-isobutyl-1-methyl-7h-xanthine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,uric acid,the metabolism of uric acid can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,doxofylline,the metabolism of doxofylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,6-o-benzylguanine,the metabolism of 6-o-benzylguanine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,lisofylline,the metabolism of lisofylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,lobucavir,the metabolism of lobucavir can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,cafedrine,the metabolism of cafedrine can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,theodrenaline,the metabolism of theodrenaline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,bamifylline,the metabolism of bamifylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,proxyphylline,the metabolism of proxyphylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,acefylline,the metabolism of acefylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,etamiphylline,the metabolism of etamiphylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pentifylline,the metabolism of pentifylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,bufylline,the metabolism of bufylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,bromotheophylline,the metabolism of bromotheophylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,furafylline,the metabolism of furafylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,8-chlorotheophylline,the metabolism of 8-chlorotheophylline can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pcs-499,the metabolism of pcs-499 can be decreased when combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,digoxin,digoxin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,acetyldigitoxin,acetyldigitoxin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,deslanoside,deslanoside may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ouabain,ouabain may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,digitoxin,digitoxin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,oleandrin,oleandrin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,cymarin,cymarin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,proscillaridin,proscillaridin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,metildigoxin,metildigoxin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,lanatoside c,lanatoside c may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,gitoformate,gitoformate may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,acetyldigoxin,acetyldigoxin may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,peruvoside,peruvoside may decrease the cardiotoxic activities of peginterferon alfa-2a.
db00008,peginterferon alfa-2a,anastrozole,the risk or severity of cardiotoxicity can be increased when peginterferon alfa-2a is combined with anastrozole.
db00008,peginterferon alfa-2a,aldoxorubicin,the risk or severity of cardiotoxicity can be increased when peginterferon alfa-2a is combined with aldoxorubicin.
db00008,peginterferon alfa-2a,paclitaxel trevatide,the risk or severity of cardiotoxicity can be increased when peginterferon alfa-2a is combined with paclitaxel trevatide.
db00008,peginterferon alfa-2a,paclitaxel poliglumex,the risk or severity of cardiotoxicity can be increased when peginterferon alfa-2a is combined with paclitaxel poliglumex.
db00008,peginterferon alfa-2a,pertuzumab,the risk or severity of cardiotoxicity can be increased when peginterferon alfa-2a is combined with pertuzumab.
db00008,peginterferon alfa-2a,bevacizumab,the risk or severity of cardiotoxicity can be increased when peginterferon alfa-2a is combined with bevacizumab.
db00008,peginterferon alfa-2a,g17dt immunogen,the therapeutic efficacy of g17dt can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,pev3a,the therapeutic efficacy of pev3a can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ingn 225,the therapeutic efficacy of ingn 225 can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,rindopepimut,the therapeutic efficacy of rindopepimut can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,srp 299,the therapeutic efficacy of srp 299 can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,gi-5005,the therapeutic efficacy of gi-5005 can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,vitespen,the therapeutic efficacy of vitespen can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,tg4010,the therapeutic efficacy of tg4010 can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,anthrax immune globulin human,the therapeutic efficacy of anthrax immune globulin human can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,"rabies virus inactivated antigen, b","the therapeutic efficacy of rabies virus inactivated antigen, b can be decreased when used in combination with peginterferon alfa-2a."
db00008,peginterferon alfa-2a,rotavirus vaccine,the therapeutic efficacy of rotavirus vaccine can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,"rabies virus inactivated antigen, a","the therapeutic efficacy of rabies virus inactivated antigen, a can be decreased when used in combination with peginterferon alfa-2a."
db00008,peginterferon alfa-2a,clostridium tetani toxoid antigen (formaldehyde inactivated),the therapeutic efficacy of clostridium tetani toxoid antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),the therapeutic efficacy of corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/california/7/2009 x-181 (h1n1) antigen (propiolactone inactivated),the therapeutic efficacy of influenza a virus a/california/7/2009 x-181 (h1n1) antigen (propiolactone inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),the therapeutic efficacy of japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza b virus b/brisbane/60/2008 antigen (formaldehyde inactivated),the therapeutic efficacy of influenza b virus b/brisbane/60/2008 antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,typhoid vi polysaccharide vaccine,the therapeutic efficacy of typhoid vi polysaccharide vaccine can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,hepatitis a vaccine,the therapeutic efficacy of hepatitis a vaccine can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,the therapeutic efficacy of haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/brisbane/59/2007(h1n1) hemagglutinin antigen (propiolactone inactivated),the therapeutic efficacy of influenza a virus a/brisbane/59/2007(h1n1) hemagglutinin antigen (propiolactone inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza b virus b/brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),the therapeutic efficacy of influenza b virus b/brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (propiolactone inactivated),the therapeutic efficacy of influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (propiolactone inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated),the therapeutic efficacy of influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,"rabies immune globulin, human","the therapeutic efficacy of rabies immune globulin, human can be decreased when used in combination with peginterferon alfa-2a."
db00008,peginterferon alfa-2a,hepatitis b vaccine (recombinant),the therapeutic efficacy of hepatitis b vaccine (recombinant) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,tecemotide,the therapeutic efficacy of tecemotide can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,typhoid vaccine,the therapeutic efficacy of typhoid vaccine can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (formaldehyde inactivated),the therapeutic efficacy of influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza b virus b/brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated),the therapeutic efficacy of influenza b virus b/brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/california/7/2009 (h1n1) live (attenuated) antigen,the therapeutic efficacy of influenza a virus a/california/7/2009 (h1n1) live (attenuated) antigen can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (formaldehyde inactivated),the therapeutic efficacy of influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/perth/16/2009 (h3n2) live (attenuated) antigen,the therapeutic efficacy of influenza a virus a/perth/16/2009 (h3n2) live (attenuated) antigen can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/uruguay/716/2007(h3n2) antigen (propiolactone inactivated),the therapeutic efficacy of influenza a virus a/uruguay/716/2007(h3n2) antigen (propiolactone inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,influenza a virus a/brisbane/59/2007(h1n1) antigen (propiolactone inactivated),the therapeutic efficacy of influenza a virus a/brisbane/59/2007(h1n1) antigen (propiolactone inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,"smallpox (vaccinia) vaccine, live","the risk or severity of infection can be increased when smallpox (vaccinia) vaccine, live is combined with peginterferon alfa-2a."
db00008,peginterferon alfa-2a,pertussis vaccine,the therapeutic efficacy of pertussis vaccine can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,yersinia pestis 195/p antigen (formaldehyde inactivated),the therapeutic efficacy of yersinia pestis 195/p antigen (formaldehyde inactivated) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,varicella zoster vaccine (recombinant),the therapeutic efficacy of varicella zoster vaccine (recombinant) can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,modified vaccinia ankara,the therapeutic efficacy of modified vaccinia ankara can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,"ebola zaire vaccine (live, attenuated)","the therapeutic efficacy of ebola zaire vaccine (live, attenuated) can be decreased when used in combination with peginterferon alfa-2a."
db00008,peginterferon alfa-2a,moderna covid-19 vaccine,the therapeutic efficacy of moderna covid-19 vaccine can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,measles virus vaccine live attenuated,the therapeutic efficacy of measles virus vaccine live attenuated can be decreased when used in combination with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,abciximab,the risk or severity of bleeding can be increased when abciximab is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,eptifibatide,the risk or severity of bleeding can be increased when eptifibatide is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ticlopidine,the risk or severity of bleeding can be increased when ticlopidine is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,tirofiban,the risk or severity of bleeding can be increased when tirofiban is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,acetylsalicylic acid,the risk or severity of bleeding can be increased when acetylsalicylic acid is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,dipyridamole,the risk or severity of bleeding can be increased when dipyridamole is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,sulfinpyrazone,the risk or severity of bleeding can be increased when sulfinpyrazone is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ridogrel,the risk or severity of bleeding can be increased when ridogrel is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,epoprostenol,the risk or severity of bleeding can be increased when epoprostenol is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,nimesulide,the risk or severity of bleeding can be increased when nimesulide is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,tesmilifene,the risk or severity of bleeding can be increased when tesmilifene is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,defibrotide,the risk or severity of bleeding can be increased when defibrotide is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,beraprost,the risk or severity of bleeding can be increased when beraprost is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ibudilast,the risk or severity of bleeding can be increased when ibudilast is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,andrographolide,the risk or severity of bleeding can be increased when andrographolide is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,caplacizumab,the risk or severity of bleeding can be increased when caplacizumab is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,prasugrel,the risk or severity of bleeding can be increased when prasugrel is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,cangrelor,the risk or severity of bleeding can be increased when cangrelor is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,tranilast,the risk or severity of bleeding can be increased when tranilast is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,triflusal,the risk or severity of bleeding can be increased when triflusal is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ticagrelor,the risk or severity of bleeding can be increased when ticagrelor is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,icosapent ethyl,the risk or severity of bleeding can be increased when icosapent ethyl is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,vorapaxar,the risk or severity of bleeding can be increased when vorapaxar is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,trapidil,the risk or severity of bleeding can be increased when trapidil is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,naftopidil,the risk or severity of bleeding can be increased when naftopidil is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,sarpogrelate,the risk or severity of bleeding can be increased when sarpogrelate is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ifetroban,the risk or severity of bleeding can be increased when ifetroban is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,nitroaspirin,the risk or severity of bleeding can be increased when nitroaspirin is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,indobufen,the risk or severity of bleeding can be increased when indobufen is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,butylphthalide,the risk or severity of bleeding can be increased when butylphthalide is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,hydroxytyrosol,the risk or severity of bleeding can be increased when hydroxytyrosol is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,ramatroban,the risk or severity of bleeding can be increased when ramatroban is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,picotamide,the risk or severity of bleeding can be increased when picotamide is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,cloricromen,the risk or severity of bleeding can be increased when cloricromen is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,linsidomine,the risk or severity of bleeding can be increased when linsidomine is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,buflomedil,the risk or severity of bleeding can be increased when buflomedil is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,relcovaptan,the risk or severity of bleeding can be increased when relcovaptan is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,maritime pine extract,the risk or severity of bleeding can be increased when maritime pine extract is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,resveratrol,the risk or severity of bleeding can be increased when resveratrol is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,lipegfilgrastim,peginterferon alfa-2a may increase the myelosuppressive activities of lipegfilgrastim.
db00008,peginterferon alfa-2a,varicella zoster vaccine (live/attenuated),the risk or severity of infection can be increased when varicella zoster vaccine (live/attenuated) is combined with peginterferon alfa-2a.
db00008,peginterferon alfa-2a,rubella virus vaccine,the risk or severity of infection can be increased when rubella virus vaccine is combined with peginterferon alfa-2a.
